target,arm,k,dim,r2,n_rows
HF_power,plain_backbone,384,384,0.4512440065864446,70328
resp_rate,v8_latent,2,32,0.0006531185951194063,51665
resp_rate,v8_latent,4,32,0.002125284263088445,51665
resp_rate,v8_latent,8,32,0.0043285267213378775,51665
resp_rate,v8_latent,16,32,0.007059493670270811,51665
resp_rate,v8_latent,32,32,0.014717282466745085,51665
resp_rate,v8_backbone,2,384,0.001519212758315458,51665
resp_rate,v8_backbone,4,384,0.0029245987753175884,51665
resp_rate,v8_backbone,8,384,0.008720528132750593,51665
resp_rate,v8_backbone,16,384,0.02666238317813785,51665
resp_rate,v8_backbone,32,384,0.023735937512910033,51665
resp_rate,v8_backbone,64,384,0.021695707390427144,51665
resp_rate,v8_backbone,128,384,0.022545179544430582,51665
resp_rate,v8_backbone,384,384,0.02250367312381496,51665
resp_rate,plain_backbone,2,384,0.0009849755505797475,51665
resp_rate,plain_backbone,4,384,0.005710875216827338,51665
resp_rate,plain_backbone,8,384,0.009742247072071941,51665
resp_rate,plain_backbone,16,384,0.022635677150035005,51665
resp_rate,plain_backbone,32,384,0.03436430292299486,51665
resp_rate,plain_backbone,64,384,0.028479917259331966,51665
resp_rate,plain_backbone,128,384,0.023652438648018248,51665
resp_rate,plain_backbone,384,384,0.028456685328355102,51665
