target,arm,k,dim,r2,n_rows
HR_std,plain_backbone,16,384,0.5864630852039338,70632
HR_std,plain_backbone,32,384,0.6156847418956961,70632
HR_std,plain_backbone,64,384,0.6482386918338254,70632
HR_std,plain_backbone,128,384,0.6602920358939761,70632
HR_std,plain_backbone,384,384,0.706601361653918,70632
RMSSD,v8_latent,2,32,0.2583634728152838,70632
RMSSD,v8_latent,4,32,0.285714101025609,70632
RMSSD,v8_latent,8,32,0.37751715788587614,70632
RMSSD,v8_latent,16,32,0.4369077265000384,70632
RMSSD,v8_latent,32,32,0.4554072370955662,70632
RMSSD,v8_backbone,2,384,0.26173242000815344,70632
RMSSD,v8_backbone,4,384,0.3110098624984594,70632
RMSSD,v8_backbone,8,384,0.40728661778272046,70632
RMSSD,v8_backbone,16,384,0.45880293849534626,70632
RMSSD,v8_backbone,32,384,0.5385843067076423,70632
RMSSD,v8_backbone,64,384,0.5563314315461475,70632
RMSSD,v8_backbone,128,384,0.563266912034466,70632
RMSSD,v8_backbone,384,384,0.5950190561776577,70632
RMSSD,plain_backbone,2,384,0.2785678189338481,70632
RMSSD,plain_backbone,4,384,0.3254663276220344,70632
RMSSD,plain_backbone,8,384,0.41216144975193647,70632
RMSSD,plain_backbone,16,384,0.5102645297967887,70632
RMSSD,plain_backbone,32,384,0.5355410066936512,70632
RMSSD,plain_backbone,64,384,0.5644699535532604,70632
RMSSD,plain_backbone,128,384,0.5732649412010764,70632
RMSSD,plain_backbone,384,384,0.61486116110816,70632
HF_power,v8_latent,2,32,0.14646332672489037,70632
HF_power,v8_latent,4,32,0.16574847963048145,70632
HF_power,v8_latent,8,32,0.23418227290781568,70632
HF_power,v8_latent,16,32,0.27323205037992937,70632
HF_power,v8_latent,32,32,0.28817192864716323,70632
HF_power,v8_backbone,2,384,0.16022452174314394,70632
HF_power,v8_backbone,4,384,0.2044818344743421,70632
HF_power,v8_backbone,8,384,0.2516217107634866,70632
HF_power,v8_backbone,16,384,0.29061931254514306,70632
HF_power,v8_backbone,32,384,0.33602133699060077,70632
HF_power,v8_backbone,64,384,0.35048676049021643,70632
HF_power,v8_backbone,128,384,0.3526381476827185,70632
HF_power,v8_backbone,384,384,0.37289299439584345,70632
HF_power,plain_backbone,2,384,0.1672470973330339,70632
HF_power,plain_backbone,4,384,0.20901853942754955,70632
HF_power,plain_backbone,8,384,0.2615458424360084,70632
HF_power,plain_backbone,16,384,0.314757808041908,70632
HF_power,plain_backbone,32,384,0.3323504044834399,70632
HF_power,plain_backbone,64,384,0.3523754058129166,70632
HF_power,plain_backbone,128,384,0.358117813569091,70632
HF_power,plain_backbone,384,384,0.3882596669442203,70632
resp_rate,v8_latent,2,32,0.007881469067249625,51007
resp_rate,v8_latent,4,32,0.009664712652395768,51007
resp_rate,v8_latent,8,32,0.015770485671093848,51007
resp_rate,v8_latent,16,32,0.01803852041774323,51007
resp_rate,v8_latent,32,32,0.02683701518122561,51007
resp_rate,v8_backbone,2,384,0.006395616832552964,51007
resp_rate,v8_backbone,4,384,0.011005781044858831,51007
resp_rate,v8_backbone,8,384,0.02520398598293594,51007
resp_rate,v8_backbone,16,384,0.029449659403604667,51007
resp_rate,v8_backbone,32,384,0.03969728119323235,51007
resp_rate,v8_backbone,64,384,0.04137136162714583,51007
resp_rate,v8_backbone,128,384,0.04144923011445012,51007
resp_rate,v8_backbone,384,384,0.04151273987359905,51007
resp_rate,plain_backbone,2,384,0.00608377471081889,51007
resp_rate,plain_backbone,4,384,0.007609941836105749,51007
resp_rate,plain_backbone,8,384,0.011540735711776828,51007
resp_rate,plain_backbone,16,384,0.028937991648374628,51007
resp_rate,plain_backbone,32,384,0.03581361339971234,51007
resp_rate,plain_backbone,64,384,0.032735599116091474,51007
resp_rate,plain_backbone,128,384,0.032743975040848694,51007
resp_rate,plain_backbone,384,384,0.03274452729962396,51007
