target,arm,k,dim,r2,n_rows
HF_power,v8_latent,32,32,0.3048334651934733,69974
HF_power,v8_backbone,2,384,0.18748210861492254,69974
HF_power,v8_backbone,4,384,0.21856948383210695,69974
HF_power,v8_backbone,8,384,0.26098740986607827,69974
HF_power,v8_backbone,16,384,0.31421604232684597,69974
HF_power,v8_backbone,32,384,0.3582175478482874,69974
HF_power,v8_backbone,64,384,0.3783613329887434,69974
HF_power,v8_backbone,128,384,0.38914015029910287,69974
HF_power,v8_backbone,384,384,0.41705481739115513,69974
HF_power,plain_backbone,2,384,0.17558384273915528,69974
HF_power,plain_backbone,4,384,0.19940582659290396,69974
HF_power,plain_backbone,8,384,0.2580358538732661,69974
HF_power,plain_backbone,16,384,0.329396593546871,69974
HF_power,plain_backbone,32,384,0.3541074772727155,69974
HF_power,plain_backbone,64,384,0.36501843834631476,69974
HF_power,plain_backbone,128,384,0.3798515017813142,69974
HF_power,plain_backbone,384,384,0.38809443144258005,69974
resp_rate,v8_latent,2,32,0.0009538185540028943,51162
resp_rate,v8_latent,4,32,0.0023268455282762224,51162
resp_rate,v8_latent,8,32,0.008260871811211379,51162
resp_rate,v8_latent,16,32,0.0073774249101811185,51162
resp_rate,v8_latent,32,32,0.007797315604095356,51162
resp_rate,v8_backbone,2,384,-0.0023095937518549103,51162
resp_rate,v8_backbone,4,384,0.004285068353584998,51162
resp_rate,v8_backbone,8,384,0.012378978057397294,51162
resp_rate,v8_backbone,16,384,0.018492149905656174,51162
resp_rate,v8_backbone,32,384,0.027722240161687117,51162
resp_rate,v8_backbone,64,384,0.029209109366808095,51162
resp_rate,v8_backbone,128,384,0.02408279761044374,51162
resp_rate,v8_backbone,384,384,0.019738956255830442,51162
resp_rate,plain_backbone,2,384,-0.002171677008148132,51162
resp_rate,plain_backbone,4,384,0.00786525056548304,51162
resp_rate,plain_backbone,8,384,0.009014199381606636,51162
resp_rate,plain_backbone,16,384,0.01641891523753891,51162
resp_rate,plain_backbone,32,384,0.02266795700857316,51162
resp_rate,plain_backbone,64,384,0.027667268399531264,51162
resp_rate,plain_backbone,128,384,0.02802819115709032,51162
resp_rate,plain_backbone,384,384,0.02793822850377492,51162
